theta (rad),r (-),radial mach,tangential mach,mach number,x,y
2.158471,0.850842,-0.786759,-1.179068,1.417460,-0.471729,0.708098
2.158765,0.851009,-0.787106,-1.178837,1.417460,-0.472031,0.708098
2.159060,0.851176,-0.787454,-1.178606,1.417461,-0.472332,0.708098
2.159354,0.851344,-0.787801,-1.178375,1.417462,-0.472634,0.708099
2.159649,0.851512,-0.788148,-1.178144,1.417463,-0.472935,0.708099
2.159943,0.851679,-0.788495,-1.177913,1.417464,-0.473237,0.708099
2.160238,0.851847,-0.788842,-1.177682,1.417464,-0.473539,0.708099
2.160532,0.852016,-0.789188,-1.177450,1.417465,-0.473841,0.708100
2.160827,0.852184,-0.789535,-1.177219,1.417466,-0.474143,0.708100
2.161121,0.852352,-0.789882,-1.176987,1.417467,-0.474446,0.708100
2.161416,0.852521,-0.790228,-1.176755,1.417468,-0.474748,0.708100
2.161710,0.852689,-0.790575,-1.176524,1.417468,-0.475051,0.708100
2.162005,0.852858,-0.790922,-1.176292,1.417469,-0.475353,0.708101
2.162299,0.853027,-0.791268,-1.176060,1.417470,-0.475656,0.708101
2.162594,0.853196,-0.791614,-1.175828,1.417471,-0.475959,0.708101
2.162888,0.853366,-0.791961,-1.175595,1.417472,-0.476262,0.708101
2.163183,0.853535,-0.792307,-1.175363,1.417472,-0.476565,0.708102
2.163477,0.853704,-0.792653,-1.175131,1.417473,-0.476868,0.708102
2.163772,0.853874,-0.792999,-1.174898,1.417474,-0.477171,0.708102
2.164066,0.854044,-0.793345,-1.174665,1.417475,-0.477475,0.708102
2.164361,0.854214,-0.793691,-1.174433,1.417476,-0.477779,0.708102
2.164656,0.854384,-0.794037,-1.174200,1.417477,-0.478082,0.708103
2.164950,0.854554,-0.794383,-1.173967,1.417477,-0.478386,0.708103
2.165245,0.854725,-0.794728,-1.173734,1.417478,-0.478690,0.708103
2.165539,0.854895,-0.795074,-1.173501,1.417479,-0.478994,0.708103
2.165834,0.855066,-0.795420,-1.173268,1.417480,-0.479298,0.708104
2.166128,0.855237,-0.795765,-1.173034,1.417481,-0.479603,0.708104
2.166423,0.855408,-0.796111,-1.172801,1.417481,-0.479907,0.708104
2.166717,0.855579,-0.796456,-1.172567,1.417482,-0.480212,0.708104
2.167012,0.855750,-0.796801,-1.172334,1.417483,-0.480516,0.708104
2.167306,0.855921,-0.797146,-1.172100,1.417484,-0.480821,0.708105
2.167601,0.856093,-0.797492,-1.171866,1.417485,-0.481126,0.708105
2.167895,0.856264,-0.797837,-1.171632,1.417486,-0.481431,0.708105
2.168190,0.856436,-0.798182,-1.171398,1.417486,-0.481736,0.708105
2.168484,0.856608,-0.798527,-1.171164,1.417487,-0.482042,0.708106
2.168779,0.856780,-0.798872,-1.170930,1.417488,-0.482347,0.708106
2.169073,0.856953,-0.799216,-1.170695,1.417489,-0.482652,0.708106
2.169368,0.857125,-0.799561,-1.170461,1.417490,-0.482958,0.708106
2.169662,0.857297,-0.799906,-1.170226,1.417491,-0.483264,0.708107
2.169957,0.857470,-0.800251,-1.169992,1.417491,-0.483570,0.708107
2.170251,0.857643,-0.800595,-1.169757,1.417492,-0.483876,0.708107
2.170546,0.857816,-0.800940,-1.169522,1.417493,-0.484182,0.708107
2.170841,0.857989,-0.801284,-1.169287,1.417494,-0.484488,0.708107
2.171135,0.858162,-0.801628,-1.169052,1.417495,-0.484795,0.708108
2.171430,0.858336,-0.801973,-1.168817,1.417495,-0.485101,0.708108
2.171724,0.858509,-0.802317,-1.168582,1.417496,-0.485408,0.708108
2.172019,0.858683,-0.802661,-1.168346,1.417497,-0.485715,0.708108
2.172313,0.858857,-0.803005,-1.168111,1.417498,-0.486022,0.708109
2.172608,0.859031,-0.803349,-1.167875,1.417499,-0.486329,0.708109
2.172902,0.859205,-0.803693,-1.167640,1.417500,-0.486636,0.708109
2.173197,0.859379,-0.804037,-1.167404,1.417501,-0.486943,0.708109
2.173491,0.859553,-0.804381,-1.167168,1.417501,-0.487250,0.708109
2.173786,0.859728,-0.804724,-1.166932,1.417502,-0.487558,0.708110
2.174080,0.859903,-0.805068,-1.166696,1.417503,-0.487866,0.708110
2.174375,0.860077,-0.805412,-1.166460,1.417504,-0.488173,0.708110
2.174669,0.860252,-0.805755,-1.166224,1.417505,-0.488481,0.708110
2.174964,0.860427,-0.806099,-1.165988,1.417506,-0.488789,0.708111
2.175258,0.860603,-0.806442,-1.165751,1.417506,-0.489097,0.708111
2.175553,0.860778,-0.806785,-1.165515,1.417507,-0.489406,0.708111
2.175847,0.860954,-0.807129,-1.165278,1.417508,-0.489714,0.708111
2.176142,0.861129,-0.807472,-1.165041,1.417509,-0.490023,0.708111
2.176436,0.861305,-0.807815,-1.164804,1.417510,-0.490331,0.708112
2.176731,0.861481,-0.808158,-1.164567,1.417511,-0.490640,0.708112
2.177026,0.861657,-0.808501,-1.164330,1.417511,-0.490949,0.708112
2.177320,0.861834,-0.808844,-1.164093,1.417512,-0.491258,0.708112
2.177615,0.862010,-0.809186,-1.163856,1.417513,-0.491567,0.708113
2.177909,0.862187,-0.809529,-1.163619,1.417514,-0.491876,0.708113
2.178204,0.862363,-0.809872,-1.163381,1.417515,-0.492186,0.708113
2.178498,0.862540,-0.810215,-1.163144,1.417516,-0.492495,0.708113
2.178793,0.862717,-0.810557,-1.162906,1.417517,-0.492805,0.708113
2.179087,0.862895,-0.810900,-1.162668,1.417517,-0.493115,0.708114
2.179382,0.863072,-0.811242,-1.162430,1.417518,-0.493425,0.708114
2.179676,0.863249,-0.811584,-1.162193,1.417519,-0.493735,0.708114
2.179971,0.863427,-0.811927,-1.161954,1.417520,-0.494045,0.708114
2.180265,0.863605,-0.812269,-1.161716,1.417521,-0.494355,0.708115
2.180560,0.863783,-0.812611,-1.161478,1.417522,-0.494666,0.708115
2.180854,0.863961,-0.812953,-1.161240,1.417523,-0.494976,0.708115
2.181149,0.864139,-0.813295,-1.161001,1.417523,-0.495287,0.708115
2.181443,0.864317,-0.813637,-1.160763,1.417524,-0.495598,0.708115
2.181738,0.864496,-0.813979,-1.160524,1.417525,-0.495909,0.708116
2.182032,0.864674,-0.814320,-1.160285,1.417526,-0.496220,0.708116
2.182327,0.864853,-0.814662,-1.160047,1.417527,-0.496531,0.708116
2.182621,0.865032,-0.815004,-1.159808,1.417528,-0.496842,0.708116
2.182916,0.865211,-0.815345,-1.159569,1.417529,-0.497154,0.708117
2.183211,0.865391,-0.815687,-1.159329,1.417529,-0.497465,0.708117
2.183505,0.865570,-0.816028,-1.159090,1.417530,-0.497777,0.708117
2.183800,0.865750,-0.816369,-1.158851,1.417531,-0.498089,0.708117
2.184094,0.865929,-0.816711,-1.158612,1.417532,-0.498401,0.708117
2.184389,0.866109,-0.817052,-1.158372,1.417533,-0.498713,0.708118
2.184683,0.866289,-0.817393,-1.158132,1.417534,-0.499025,0.708118
2.184978,0.866469,-0.817734,-1.157893,1.417535,-0.499337,0.708118
2.185272,0.866650,-0.818075,-1.157653,1.417536,-0.499650,0.708118
2.185567,0.866830,-0.818416,-1.157413,1.417536,-0.499962,0.708119
2.185861,0.867011,-0.818757,-1.157173,1.417537,-0.500275,0.708119
2.186156,0.867191,-0.819098,-1.156933,1.417538,-0.500588,0.708119
2.186450,0.867372,-0.819438,-1.156693,1.417539,-0.500901,0.708119
2.186745,0.867553,-0.819779,-1.156452,1.417540,-0.501214,0.708119
2.187039,0.867735,-0.820120,-1.156212,1.417541,-0.501527,0.708120
2.187334,0.867916,-0.820460,-1.155971,1.417542,-0.501841,0.708120
2.187628,0.868097,-0.820801,-1.155731,1.417543,-0.502154,0.708120
2.187923,0.868279,-0.821141,-1.155490,1.417543,-0.502468,0.708120
2.188217,0.868461,-0.821481,-1.155249,1.417544,-0.502782,0.708121
2.188512,0.868643,-0.821821,-1.155008,1.417545,-0.503096,0.708121
2.188807,0.868825,-0.822162,-1.154767,1.417546,-0.503410,0.708121
2.189101,0.869007,-0.822502,-1.154526,1.417547,-0.503724,0.708121
2.189396,0.869190,-0.822842,-1.154285,1.417548,-0.504038,0.708121
2.189690,0.869372,-0.823182,-1.154044,1.417549,-0.504353,0.708122
2.189985,0.869555,-0.823521,-1.153802,1.417550,-0.504667,0.708122
2.190279,0.869738,-0.823861,-1.153561,1.417550,-0.504982,0.708122
2.190574,0.869921,-0.824201,-1.153319,1.417551,-0.505297,0.708122
2.190868,0.870104,-0.824541,-1.153077,1.417552,-0.505612,0.708123
2.191163,0.870287,-0.824880,-1.152835,1.417553,-0.505927,0.708123
2.191457,0.870471,-0.825220,-1.152594,1.417554,-0.506242,0.708123
2.191752,0.870654,-0.825559,-1.152352,1.417555,-0.506558,0.708123
2.192046,0.870838,-0.825898,-1.152109,1.417556,-0.506873,0.708123
2.192341,0.871022,-0.826238,-1.151867,1.417557,-0.507189,0.708124
2.192635,0.871206,-0.826577,-1.151625,1.417558,-0.507505,0.708124
2.192930,0.871390,-0.826916,-1.151383,1.417558,-0.507820,0.708124
2.193224,0.871575,-0.827255,-1.151140,1.417559,-0.508136,0.708124
2.193519,0.871759,-0.827594,-1.150898,1.417560,-0.508453,0.708125
2.193813,0.871944,-0.827933,-1.150655,1.417561,-0.508769,0.708125
2.194108,0.872129,-0.828272,-1.150412,1.417562,-0.509085,0.708125
2.194402,0.872314,-0.828611,-1.150169,1.417563,-0.509402,0.708125
2.194697,0.872499,-0.828949,-1.149926,1.417564,-0.509719,0.708125
2.194992,0.872684,-0.829288,-1.149683,1.417565,-0.510036,0.708126
2.195286,0.872870,-0.829627,-1.149440,1.417566,-0.510353,0.708126
2.195581,0.873056,-0.829965,-1.149197,1.417567,-0.510670,0.708126
2.195875,0.873241,-0.830304,-1.148953,1.417568,-0.510987,0.708126
2.196170,0.873427,-0.830642,-1.148710,1.417568,-0.511304,0.708127
2.196464,0.873613,-0.830980,-1.148466,1.417569,-0.511622,0.708127
2.196759,0.873800,-0.831318,-1.148223,1.417570,-0.511939,0.708127
2.197053,0.873986,-0.831657,-1.147979,1.417571,-0.512257,0.708127
2.197348,0.874173,-0.831995,-1.147735,1.417572,-0.512575,0.708127
2.197642,0.874359,-0.832333,-1.147491,1.417573,-0.512893,0.708128
2.197937,0.874546,-0.832671,-1.147247,1.417574,-0.513211,0.708128
2.198231,0.874733,-0.833008,-1.147003,1.417575,-0.513530,0.708128
2.198526,0.874920,-0.833346,-1.146758,1.417576,-0.513848,0.708128
2.198820,0.875108,-0.833684,-1.146514,1.417577,-0.514167,0.708129
2.199115,0.875295,-0.834022,-1.146270,1.417578,-0.514486,0.708129
2.199409,0.875483,-0.834359,-1.146025,1.417578,-0.514805,0.708129
2.199704,0.875671,-0.834697,-1.145780,1.417579,-0.515124,0.708129
2.199998,0.875859,-0.835034,-1.145536,1.417580,-0.515443,0.708129
2.200293,0.876047,-0.835371,-1.145291,1.417581,-0.515762,0.708130
2.200587,0.876235,-0.835709,-1.145046,1.417582,-0.516081,0.708130
2.200882,0.876423,-0.836046,-1.144801,1.417583,-0.516401,0.708130
2.201177,0.876612,-0.836383,-1.144556,1.417584,-0.516721,0.708130
2.201471,0.876801,-0.836720,-1.144310,1.417585,-0.517041,0.708130
2.201766,0.876990,-0.837057,-1.144065,1.417586,-0.517360,0.708131
2.202060,0.877179,-0.837394,-1.143820,1.417587,-0.517681,0.708131
2.202355,0.877368,-0.837731,-1.143574,1.417588,-0.518001,0.708131
2.202649,0.877557,-0.838068,-1.143328,1.417589,-0.518321,0.708131
2.202944,0.877747,-0.838404,-1.143083,1.417590,-0.518642,0.708132
2.203238,0.877937,-0.838741,-1.142837,1.417590,-0.518962,0.708132
2.203533,0.878126,-0.839078,-1.142591,1.417591,-0.519283,0.708132
2.203827,0.878316,-0.839414,-1.142345,1.417592,-0.519604,0.708132
2.204122,0.878507,-0.839750,-1.142099,1.417593,-0.519925,0.708132
2.204416,0.878697,-0.840087,-1.141853,1.417594,-0.520247,0.708133
2.204711,0.878887,-0.840423,-1.141606,1.417595,-0.520568,0.708133
2.205005,0.879078,-0.840759,-1.141360,1.417596,-0.520889,0.708133
2.205300,0.879269,-0.841095,-1.141113,1.417597,-0.521211,0.708133
2.205594,0.879460,-0.841431,-1.140867,1.417598,-0.521533,0.708134
2.205889,0.879651,-0.841767,-1.140620,1.417599,-0.521855,0.708134
2.206183,0.879842,-0.842103,-1.140373,1.417600,-0.522177,0.708134
2.206478,0.880034,-0.842439,-1.140126,1.417601,-0.522499,0.708134
2.206772,0.880225,-0.842775,-1.139879,1.417602,-0.522821,0.708134
2.207067,0.880417,-0.843111,-1.139632,1.417603,-0.523144,0.708135
2.207362,0.880609,-0.843446,-1.139385,1.417604,-0.523466,0.708135
2.207656,0.880801,-0.843782,-1.139138,1.417605,-0.523789,0.708135
2.207951,0.880993,-0.844117,-1.138890,1.417605,-0.524112,0.708135
2.208245,0.881186,-0.844453,-1.138643,1.417606,-0.524435,0.708136
2.208540,0.881378,-0.844788,-1.138395,1.417607,-0.524758,0.708136
2.208834,0.881571,-0.845123,-1.138148,1.417608,-0.525082,0.708136
2.209129,0.881764,-0.845458,-1.137900,1.417609,-0.525405,0.708136
2.209423,0.881957,-0.845793,-1.137652,1.417610,-0.525729,0.708136
2.209718,0.882150,-0.846128,-1.137404,1.417611,-0.526052,0.708137
2.210012,0.882343,-0.846463,-1.137156,1.417612,-0.526376,0.708137
2.210307,0.882537,-0.846798,-1.136908,1.417613,-0.526700,0.708137
2.210601,0.882731,-0.847133,-1.136660,1.417614,-0.527025,0.708137
2.210896,0.882924,-0.847468,-1.136411,1.417615,-0.527349,0.708137
2.211190,0.883118,-0.847803,-1.136163,1.417616,-0.527673,0.708138
2.211485,0.883313,-0.848137,-1.135914,1.417617,-0.527998,0.708138
2.211779,0.883507,-0.848472,-1.135666,1.417618,-0.528323,0.708138
2.212074,0.883701,-0.848806,-1.135417,1.417619,-0.528648,0.708138
2.212368,0.883896,-0.849140,-1.135168,1.417620,-0.528973,0.708139
2.212663,0.884091,-0.849475,-1.134919,1.417621,-0.529298,0.708139
2.212957,0.884286,-0.849809,-1.134670,1.417622,-0.529623,0.708139
2.213252,0.884481,-0.850143,-1.134421,1.417623,-0.529949,0.708139
2.213547,0.884676,-0.850477,-1.134172,1.417624,-0.530274,0.708139
2.213841,0.884872,-0.850811,-1.133922,1.417625,-0.530600,0.708140
2.214136,0.885067,-0.851145,-1.133673,1.417626,-0.530926,0.708140
2.214430,0.885263,-0.851479,-1.133423,1.417627,-0.531252,0.708140
2.214725,0.885459,-0.851813,-1.133174,1.417628,-0.531578,0.708140
2.215019,0.885655,-0.852146,-1.132924,1.417629,-0.531904,0.708141
2.215314,0.885852,-0.852480,-1.132674,1.417630,-0.532231,0.708141
2.215608,0.886048,-0.852814,-1.132424,1.417631,-0.532557,0.708141
2.215903,0.886245,-0.853147,-1.132174,1.417631,-0.532884,0.708141
2.216197,0.886441,-0.853481,-1.131924,1.417632,-0.533211,0.708141
2.216492,0.886638,-0.853814,-1.131674,1.417633,-0.533538,0.708142
2.216786,0.886835,-0.854147,-1.131424,1.417634,-0.533865,0.708142
2.217081,0.887033,-0.854480,-1.131173,1.417635,-0.534193,0.708142
2.217375,0.887230,-0.854814,-1.130923,1.417636,-0.534520,0.708142
2.217670,0.887428,-0.855147,-1.130672,1.417637,-0.534848,0.708142
2.217964,0.887625,-0.855480,-1.130422,1.417638,-0.535176,0.708143
2.218259,0.887823,-0.855812,-1.130171,1.417639,-0.535504,0.708143
2.218553,0.888021,-0.856145,-1.129920,1.417640,-0.535832,0.708143
2.218848,0.888220,-0.856478,-1.129669,1.417641,-0.536160,0.708143
2.219143,0.888418,-0.856811,-1.129418,1.417642,-0.536488,0.708144
2.219437,0.888617,-0.857143,-1.129167,1.417643,-0.536817,0.708144
2.219732,0.888815,-0.857476,-1.128916,1.417644,-0.537145,0.708144
2.220026,0.889014,-0.857808,-1.128664,1.417645,-0.537474,0.708144
2.220321,0.889213,-0.858141,-1.128413,1.417646,-0.537803,0.708144
2.220615,0.889413,-0.858473,-1.128161,1.417647,-0.538132,0.708145
2.220910,0.889612,-0.858805,-1.127910,1.417648,-0.538461,0.708145
2.221204,0.889812,-0.859137,-1.127658,1.417649,-0.538791,0.708145
2.221499,0.890011,-0.859469,-1.127406,1.417650,-0.539120,0.708145
2.221793,0.890211,-0.859801,-1.127154,1.417651,-0.539450,0.708145
2.222088,0.890411,-0.860133,-1.126902,1.417652,-0.539780,0.708146
2.222382,0.890612,-0.860465,-1.126650,1.417653,-0.540110,0.708146
2.222677,0.890812,-0.860797,-1.126398,1.417654,-0.540440,0.708146
2.222971,0.891013,-0.861129,-1.126146,1.417655,-0.540770,0.708146
2.223266,0.891214,-0.861460,-1.125893,1.417656,-0.541101,0.708147
2.223560,0.891414,-0.861792,-1.125641,1.417657,-0.541431,0.708147
2.223855,0.891616,-0.862123,-1.125388,1.417658,-0.541762,0.708147
2.224149,0.891817,-0.862455,-1.125135,1.417659,-0.542093,0.708147
2.224444,0.892018,-0.862786,-1.124883,1.417660,-0.542424,0.708147
2.224738,0.892220,-0.863117,-1.124630,1.417661,-0.542755,0.708148
2.225033,0.892422,-0.863449,-1.124377,1.417662,-0.543086,0.708148
2.225328,0.892623,-0.863780,-1.124124,1.417663,-0.543418,0.708148
2.225622,0.892826,-0.864111,-1.123871,1.417664,-0.543750,0.708148
2.225917,0.893028,-0.864442,-1.123617,1.417665,-0.544081,0.708148
2.226211,0.893230,-0.864773,-1.123364,1.417667,-0.544413,0.708149
2.226506,0.893433,-0.865104,-1.123110,1.417668,-0.544745,0.708149
2.226800,0.893636,-0.865434,-1.122857,1.417669,-0.545078,0.708149
2.227095,0.893839,-0.865765,-1.122603,1.417670,-0.545410,0.708149
2.227389,0.894042,-0.866096,-1.122350,1.417671,-0.545742,0.708150
2.227684,0.894245,-0.866426,-1.122096,1.417672,-0.546075,0.708150
2.227978,0.894448,-0.866757,-1.121842,1.417673,-0.546408,0.708150
2.228273,0.894652,-0.867087,-1.121588,1.417674,-0.546741,0.708150
2.228567,0.894856,-0.867417,-1.121334,1.417675,-0.547074,0.708150
2.228862,0.895060,-0.867747,-1.121079,1.417676,-0.547407,0.708151
2.229156,0.895264,-0.868078,-1.120825,1.417677,-0.547741,0.708151
2.229451,0.895468,-0.868408,-1.120571,1.417678,-0.548074,0.708151
2.229745,0.895673,-0.868738,-1.120316,1.417679,-0.548408,0.708151
2.230040,0.895877,-0.869068,-1.120062,1.417680,-0.548742,0.708151
2.230334,0.896082,-0.869397,-1.119807,1.417681,-0.549076,0.708152
2.230629,0.896287,-0.869727,-1.119552,1.417682,-0.549410,0.708152
2.230923,0.896492,-0.870057,-1.119297,1.417683,-0.549745,0.708152
2.231218,0.896698,-0.870386,-1.119042,1.417684,-0.550079,0.708152
2.231513,0.896903,-0.870716,-1.118787,1.417685,-0.550414,0.708152
2.231807,0.897109,-0.871046,-1.118532,1.417686,-0.550749,0.708153
2.232102,0.897315,-0.871375,-1.118277,1.417687,-0.551084,0.708153
2.232396,0.897521,-0.871704,-1.118021,1.417688,-0.551419,0.708153
2.232691,0.897727,-0.872033,-1.117766,1.417689,-0.551754,0.708153
2.232985,0.897933,-0.872363,-1.117510,1.417690,-0.552089,0.708154
2.233280,0.898140,-0.872692,-1.117255,1.417691,-0.552425,0.708154
2.233574,0.898346,-0.873021,-1.116999,1.417693,-0.552761,0.708154
2.233869,0.898553,-0.873350,-1.116743,1.417694,-0.553097,0.708154
2.234163,0.898760,-0.873679,-1.116487,1.417695,-0.553433,0.708154
2.234458,0.898968,-0.874007,-1.116231,1.417696,-0.553769,0.708155
2.234752,0.899175,-0.874336,-1.115975,1.417697,-0.554105,0.708155
2.235047,0.899383,-0.874665,-1.115719,1.417698,-0.554442,0.708155
2.235341,0.899590,-0.874993,-1.115463,1.417699,-0.554778,0.708155
2.235636,0.899798,-0.875322,-1.115206,1.417700,-0.555115,0.708155
2.235930,0.900006,-0.875650,-1.114950,1.417701,-0.555452,0.708156
2.236225,0.900215,-0.875979,-1.114693,1.417702,-0.555789,0.708156
2.236519,0.900423,-0.876307,-1.114436,1.417703,-0.556127,0.708156
2.236814,0.900632,-0.876635,-1.114180,1.417704,-0.556464,0.708156
2.237108,0.900840,-0.876963,-1.113923,1.417705,-0.556802,0.708156
2.237403,0.901049,-0.877291,-1.113666,1.417706,-0.557139,0.708157
2.237698,0.901259,-0.877619,-1.113409,1.417708,-0.557477,0.708157
2.237992,0.901468,-0.877947,-1.113152,1.417709,-0.557815,0.708157
2.238287,0.901677,-0.878275,-1.112894,1.417710,-0.558154,0.708157
2.238581,0.901887,-0.878603,-1.112637,1.417711,-0.558492,0.708158
2.238876,0.902097,-0.878930,-1.112380,1.417712,-0.558830,0.708158
2.239170,0.902307,-0.879258,-1.112122,1.417713,-0.559169,0.708158
2.239465,0.902517,-0.879585,-1.111864,1.417714,-0.559508,0.708158
2.239759,0.902727,-0.879913,-1.111607,1.417715,-0.559847,0.708158
2.240054,0.902938,-0.880240,-1.111349,1.417716,-0.560186,0.708159
2.240348,0.903149,-0.880567,-1.111091,1.417717,-0.560525,0.708159
2.240643,0.903360,-0.880895,-1.110833,1.417718,-0.560865,0.708159
2.240937,0.903571,-0.881222,-1.110575,1.417719,-0.561205,0.708159
2.241232,0.903782,-0.881549,-1.110317,1.417721,-0.561544,0.708159
2.241526,0.903993,-0.881876,-1.110058,1.417722,-0.561884,0.708160
2.241821,0.904205,-0.882203,-1.109800,1.417723,-0.562224,0.708160
2.242115,0.904417,-0.882529,-1.109542,1.417724,-0.562565,0.708160
2.242410,0.904629,-0.882856,-1.109283,1.417725,-0.562905,0.708160
2.242704,0.904841,-0.883183,-1.109024,1.417726,-0.563246,0.708160
2.242999,0.905053,-0.883510,-1.108766,1.417727,-0.563587,0.708161
2.243294,0.905266,-0.883836,-1.108507,1.417728,-0.563927,0.708161
2.243588,0.905478,-0.884162,-1.108248,1.417729,-0.564269,0.708161
2.243883,0.905691,-0.884489,-1.107989,1.417731,-0.564610,0.708161
2.244177,0.905904,-0.884815,-1.107730,1.417732,-0.564951,0.708161
2.244472,0.906117,-0.885141,-1.107471,1.417733,-0.565293,0.708162
2.244766,0.906331,-0.885467,-1.107211,1.417734,-0.565634,0.708162
2.245061,0.906544,-0.885794,-1.106952,1.417735,-0.565976,0.708162
2.245355,0.906758,-0.886120,-1.106692,1.417736,-0.566318,0.708162
2.245650,0.906972,-0.886445,-1.106433,1.417737,-0.566661,0.708163
2.245944,0.907186,-0.886771,-1.106173,1.417738,-0.567003,0.708163
2.246239,0.907400,-0.887097,-1.105913,1.417739,-0.567345,0.708163
2.246533,0.907615,-0.887423,-1.105653,1.417741,-0.567688,0.708163
2.246828,0.907830,-0.887748,-1.105393,1.417742,-0.568031,0.708163
2.247122,0.908044,-0.888074,-1.105133,1.417743,-0.568374,0.708164
2.247417,0.908259,-0.888399,-1.104873,1.417744,-0.568717,0.708164
2.247711,0.908475,-0.888725,-1.104613,1.417745,-0.569061,0.708164
2.248006,0.908690,-0.889050,-1.104353,1.417746,-0.569404,0.708164
2.248300,0.908906,-0.889375,-1.104092,1.417747,-0.569748,0.708164
2.248595,0.909121,-0.889700,-1.103832,1.417749,-0.570092,0.708165
2.248889,0.909337,-0.890025,-1.103571,1.417750,-0.570436,0.708165
2.249184,0.909553,-0.890350,-1.103310,1.417751,-0.570780,0.708165
2.249479,0.909770,-0.890675,-1.103049,1.417752,-0.571124,0.708165
2.249773,0.909986,-0.891000,-1.102789,1.417753,-0.571468,0.708165
2.250068,0.910203,-0.891325,-1.102528,1.417754,-0.571813,0.708166
2.250362,0.910419,-0.891650,-1.102267,1.417755,-0.572158,0.708166
2.250657,0.910636,-0.891974,-1.102005,1.417757,-0.572503,0.708166
2.250951,0.910854,-0.892299,-1.101744,1.417758,-0.572848,0.708166
2.251246,0.911071,-0.892623,-1.101483,1.417759,-0.573193,0.708166
2.251540,0.911288,-0.892948,-1.101221,1.417760,-0.573539,0.708167
2.251835,0.911506,-0.893272,-1.100960,1.417761,-0.573884,0.708167
2.252129,0.911724,-0.893596,-1.100698,1.417762,-0.574230,0.708167
2.252424,0.911942,-0.893920,-1.100436,1.417764,-0.574576,0.708167
2.252718,0.912160,-0.894244,-1.100174,1.417765,-0.574922,0.708167
2.253013,0.912379,-0.894568,-1.099913,1.417766,-0.575269,0.708168
2.253307,0.912598,-0.894892,-1.099651,1.417767,-0.575615,0.708168
2.253602,0.912816,-0.895216,-1.099388,1.417768,-0.575962,0.708168
2.253896,0.913035,-0.895540,-1.099126,1.417769,-0.576308,0.708168
2.254191,0.913255,-0.895863,-1.098864,1.417771,-0.576655,0.708168
2.254485,0.913474,-0.896187,-1.098602,1.417772,-0.577003,0.708169
2.254780,0.913694,-0.896511,-1.098339,1.417773,-0.577350,0.708169
2.255074,0.913913,-0.896834,-1.098077,1.417774,-0.577697,0.708169
2.255369,0.914133,-0.897157,-1.097814,1.417775,-0.578045,0.708169
2.255664,0.914353,-0.897481,-1.097551,1.417776,-0.578393,0.708169
2.255958,0.914574,-0.897804,-1.097288,1.417778,-0.578741,0.708170
2.256253,0.914794,-0.898127,-1.097025,1.417779,-0.579089,0.708170
2.256547,0.915015,-0.898450,-1.096762,1.417780,-0.579437,0.708170
2.256842,0.915236,-0.898773,-1.096499,1.417781,-0.579785,0.708170
2.257136,0.915457,-0.899096,-1.096236,1.417782,-0.580134,0.708170
2.257431,0.915678,-0.899419,-1.095973,1.417784,-0.580483,0.708171
2.257725,0.915899,-0.899742,-1.095709,1.417785,-0.580832,0.708171
2.258020,0.916121,-0.900064,-1.095446,1.417786,-0.581181,0.708171
2.258314,0.916343,-0.900387,-1.095182,1.417787,-0.581530,0.708171
2.258609,0.916565,-0.900709,-1.094918,1.417788,-0.581880,0.708171
2.258903,0.916787,-0.901032,-1.094655,1.417790,-0.582229,0.708172
2.259198,0.917009,-0.901354,-1.094391,1.417791,-0.582579,0.708172
2.259492,0.917232,-0.901676,-1.094127,1.417792,-0.582929,0.708172
2.259787,0.917455,-0.901999,-1.093863,1.417793,-0.583279,0.708172
2.260081,0.917677,-0.902321,-1.093599,1.417794,-0.583630,0.708172
2.260376,0.917901,-0.902643,-1.093335,1.417796,-0.583980,0.708173
2.260670,0.918124,-0.902965,-1.093070,1.417797,-0.584331,0.708173
2.260965,0.918347,-0.903287,-1.092806,1.417798,-0.584682,0.708173
2.261259,0.918571,-0.903609,-1.092541,1.417799,-0.585033,0.708173
2.261554,0.918795,-0.903930,-1.092277,1.417801,-0.585384,0.708173
2.261849,0.919019,-0.904252,-1.092012,1.417802,-0.585735,0.708174
2.262143,0.919243,-0.904574,-1.091747,1.417803,-0.586087,0.708174
2.262438,0.919467,-0.904895,-1.091482,1.417804,-0.586438,0.708174
2.262732,0.919692,-0.905216,-1.091217,1.417805,-0.586790,0.708174
2.263027,0.919917,-0.905538,-1.090952,1.417807,-0.587142,0.708174
2.263321,0.920142,-0.905859,-1.090687,1.417808,-0.587494,0.708175
2.263616,0.920367,-0.906180,-1.090422,1.417809,-0.587847,0.708175
2.263910,0.920592,-0.906501,-1.090157,1.417810,-0.588199,0.708175
2.264205,0.920818,-0.906822,-1.089891,1.417812,-0.588552,0.708175
2.264499,0.921044,-0.907143,-1.089626,1.417813,-0.588905,0.708175
2.264794,0.921270,-0.907464,-1.089360,1.417814,-0.589258,0.708176
2.265088,0.921496,-0.907785,-1.089094,1.417815,-0.589611,0.708176
2.265383,0.921722,-0.908106,-1.088829,1.417817,-0.589965,0.708176
2.265677,0.921949,-0.908426,-1.088563,1.417818,-0.590318,0.708176
2.265972,0.922175,-0.908747,-1.088297,1.417819,-0.590672,0.708176
2.266266,0.922402,-0.909068,-1.088031,1.417820,-0.591026,0.708177
