theta (rad),r (-),radial mach,tangential mach,mach number,x,y
1.528188,0.708276,0.058916,-1.415148,1.416374,0.030169,0.707634
1.528483,0.708268,0.058499,-1.415166,1.416375,0.029960,0.707634
1.528778,0.708259,0.058082,-1.415184,1.416375,0.029751,0.707634
1.529072,0.708251,0.057666,-1.415201,1.416376,0.029543,0.707634
1.529367,0.708242,0.057249,-1.415219,1.416376,0.029334,0.707634
1.529661,0.708234,0.056832,-1.415236,1.416376,0.029125,0.707635
1.529956,0.708225,0.056415,-1.415253,1.416377,0.028916,0.707635
1.530250,0.708217,0.055998,-1.415270,1.416377,0.028708,0.707635
1.530545,0.708209,0.055582,-1.415287,1.416378,0.028499,0.707635
1.530839,0.708201,0.055165,-1.415303,1.416378,0.028290,0.707635
1.531134,0.708193,0.054748,-1.415320,1.416379,0.028081,0.707636
1.531428,0.708185,0.054331,-1.415336,1.416379,0.027873,0.707636
1.531723,0.708177,0.053914,-1.415353,1.416379,0.027664,0.707636
1.532017,0.708169,0.053497,-1.415369,1.416380,0.027455,0.707636
1.532312,0.708161,0.053080,-1.415385,1.416380,0.027246,0.707636
1.532606,0.708153,0.052664,-1.415401,1.416381,0.027038,0.707637
1.532901,0.708145,0.052247,-1.415417,1.416381,0.026829,0.707637
1.533195,0.708138,0.051830,-1.415433,1.416381,0.026620,0.707637
1.533490,0.708130,0.051413,-1.415448,1.416382,0.026412,0.707637
1.533784,0.708122,0.050996,-1.415464,1.416382,0.026203,0.707637
1.534079,0.708115,0.050579,-1.415479,1.416383,0.025994,0.707638
1.534373,0.708108,0.050162,-1.415495,1.416383,0.025786,0.707638
1.534668,0.708100,0.049745,-1.415510,1.416383,0.025577,0.707638
1.534963,0.708093,0.049328,-1.415525,1.416384,0.025368,0.707638
1.535257,0.708086,0.048912,-1.415540,1.416384,0.025160,0.707639
1.535552,0.708078,0.048495,-1.415554,1.416385,0.024951,0.707639
1.535846,0.708071,0.048078,-1.415569,1.416385,0.024742,0.707639
1.536141,0.708064,0.047661,-1.415583,1.416386,0.024534,0.707639
1.536435,0.708057,0.047244,-1.415598,1.416386,0.024325,0.707639
1.536730,0.708050,0.046827,-1.415612,1.416386,0.024116,0.707640
1.537024,0.708044,0.046410,-1.415626,1.416387,0.023908,0.707640
1.537319,0.708037,0.045993,-1.415640,1.416387,0.023699,0.707640
1.537613,0.708030,0.045576,-1.415654,1.416388,0.023490,0.707640
1.537908,0.708023,0.045159,-1.415668,1.416388,0.023282,0.707640
1.538202,0.708017,0.044742,-1.415682,1.416388,0.023073,0.707641
1.538497,0.708010,0.044325,-1.415695,1.416389,0.022864,0.707641
1.538791,0.708004,0.043908,-1.415709,1.416389,0.022656,0.707641
1.539086,0.707997,0.043491,-1.415722,1.416390,0.022447,0.707641
1.539380,0.707991,0.043074,-1.415735,1.416390,0.022239,0.707641
1.539675,0.707984,0.042657,-1.415748,1.416391,0.022030,0.707642
1.539969,0.707978,0.042240,-1.415761,1.416391,0.021821,0.707642
1.540264,0.707972,0.041823,-1.415774,1.416391,0.021613,0.707642
1.540558,0.707966,0.041407,-1.415786,1.416392,0.021404,0.707642
1.540853,0.707960,0.040990,-1.415799,1.416392,0.021195,0.707642
1.541148,0.707954,0.040573,-1.415811,1.416393,0.020987,0.707643
1.541442,0.707948,0.040156,-1.415824,1.416393,0.020778,0.707643
1.541737,0.707942,0.039739,-1.415836,1.416393,0.020570,0.707643
1.542031,0.707936,0.039322,-1.415848,1.416394,0.020361,0.707643
1.542326,0.707930,0.038905,-1.415860,1.416394,0.020153,0.707644
1.542620,0.707925,0.038488,-1.415872,1.416395,0.019944,0.707644
1.542915,0.707919,0.038071,-1.415883,1.416395,0.019735,0.707644
1.543209,0.707914,0.037654,-1.415895,1.416396,0.019527,0.707644
1.543504,0.707908,0.037236,-1.415906,1.416396,0.019318,0.707644
1.543798,0.707903,0.036819,-1.415918,1.416396,0.019110,0.707645
1.544093,0.707897,0.036402,-1.415929,1.416397,0.018901,0.707645
1.544387,0.707892,0.035985,-1.415940,1.416397,0.018693,0.707645
1.544682,0.707887,0.035568,-1.415951,1.416398,0.018484,0.707645
1.544976,0.707881,0.035151,-1.415962,1.416398,0.018275,0.707645
1.545271,0.707876,0.034734,-1.415972,1.416398,0.018067,0.707646
1.545565,0.707871,0.034317,-1.415983,1.416399,0.017858,0.707646
1.545860,0.707866,0.033900,-1.415994,1.416399,0.017650,0.707646
1.546154,0.707861,0.033483,-1.416004,1.416400,0.017441,0.707646
1.546449,0.707856,0.033066,-1.416014,1.416400,0.017233,0.707646
1.546744,0.707851,0.032649,-1.416024,1.416401,0.017024,0.707647
1.547038,0.707847,0.032232,-1.416034,1.416401,0.016816,0.707647
1.547333,0.707842,0.031815,-1.416044,1.416401,0.016607,0.707647
1.547627,0.707837,0.031398,-1.416054,1.416402,0.016399,0.707647
1.547922,0.707833,0.030981,-1.416063,1.416402,0.016190,0.707647
1.548216,0.707828,0.030564,-1.416073,1.416403,0.015982,0.707648
1.548511,0.707824,0.030147,-1.416082,1.416403,0.015773,0.707648
1.548805,0.707819,0.029730,-1.416091,1.416403,0.015565,0.707648
1.549100,0.707815,0.029313,-1.416100,1.416404,0.015356,0.707648
1.549394,0.707811,0.028895,-1.416109,1.416404,0.015147,0.707649
1.549689,0.707806,0.028478,-1.416118,1.416405,0.014939,0.707649
1.549983,0.707802,0.028061,-1.416127,1.416405,0.014730,0.707649
1.550278,0.707798,0.027644,-1.416136,1.416405,0.014522,0.707649
1.550572,0.707794,0.027227,-1.416144,1.416406,0.014313,0.707649
1.550867,0.707790,0.026810,-1.416153,1.416406,0.014105,0.707650
1.551161,0.707786,0.026393,-1.416161,1.416407,0.013896,0.707650
1.551456,0.707782,0.025976,-1.416169,1.416407,0.013688,0.707650
1.551750,0.707779,0.025559,-1.416177,1.416408,0.013479,0.707650
1.552045,0.707775,0.025142,-1.416185,1.416408,0.013271,0.707650
1.552339,0.707771,0.024725,-1.416193,1.416408,0.013062,0.707651
1.552634,0.707768,0.024307,-1.416200,1.416409,0.012854,0.707651
1.552929,0.707764,0.023890,-1.416208,1.416409,0.012646,0.707651
1.553223,0.707761,0.023473,-1.416215,1.416410,0.012437,0.707651
1.553518,0.707757,0.023056,-1.416222,1.416410,0.012229,0.707651
1.553812,0.707754,0.022639,-1.416230,1.416410,0.012020,0.707652
1.554107,0.707750,0.022222,-1.416237,1.416411,0.011812,0.707652
1.554401,0.707747,0.021805,-1.416243,1.416411,0.011603,0.707652
1.554696,0.707744,0.021388,-1.416250,1.416412,0.011395,0.707652
1.554990,0.707741,0.020971,-1.416257,1.416412,0.011186,0.707653
1.555285,0.707738,0.020553,-1.416263,1.416413,0.010978,0.707653
1.555579,0.707735,0.020136,-1.416270,1.416413,0.010769,0.707653
1.555874,0.707732,0.019719,-1.416276,1.416413,0.010561,0.707653
1.556168,0.707729,0.019302,-1.416282,1.416414,0.010352,0.707653
1.556463,0.707726,0.018885,-1.416288,1.416414,0.010144,0.707654
1.556757,0.707723,0.018468,-1.416294,1.416415,0.009935,0.707654
1.557052,0.707721,0.018051,-1.416300,1.416415,0.009727,0.707654
1.557346,0.707718,0.017634,-1.416306,1.416415,0.009518,0.707654
1.557641,0.707716,0.017216,-1.416311,1.416416,0.009310,0.707654
1.557935,0.707713,0.016799,-1.416317,1.416416,0.009102,0.707655
1.558230,0.707711,0.016382,-1.416322,1.416417,0.008893,0.707655
1.558524,0.707708,0.015965,-1.416327,1.416417,0.008685,0.707655
1.558819,0.707706,0.015548,-1.416332,1.416418,0.008476,0.707655
1.559114,0.707704,0.015131,-1.416337,1.416418,0.008268,0.707655
1.559408,0.707702,0.014714,-1.416342,1.416418,0.008059,0.707656
1.559703,0.707699,0.014296,-1.416347,1.416419,0.007851,0.707656
1.559997,0.707697,0.013879,-1.416351,1.416419,0.007642,0.707656
1.560292,0.707695,0.013462,-1.416356,1.416420,0.007434,0.707656
1.560586,0.707693,0.013045,-1.416360,1.416420,0.007226,0.707656
1.560881,0.707691,0.012628,-1.416364,1.416420,0.007017,0.707657
1.561175,0.707690,0.012211,-1.416368,1.416421,0.006809,0.707657
1.561470,0.707688,0.011793,-1.416372,1.416421,0.006600,0.707657
1.561764,0.707686,0.011376,-1.416376,1.416422,0.006392,0.707657
1.562059,0.707685,0.010959,-1.416380,1.416422,0.006183,0.707658
1.562353,0.707683,0.010542,-1.416383,1.416423,0.005975,0.707658
1.562648,0.707681,0.010125,-1.416387,1.416423,0.005766,0.707658
1.562942,0.707680,0.009708,-1.416390,1.416423,0.005558,0.707658
1.563237,0.707679,0.009291,-1.416393,1.416424,0.005350,0.707658
1.563531,0.707677,0.008873,-1.416396,1.416424,0.005141,0.707659
1.563826,0.707676,0.008456,-1.416399,1.416425,0.004933,0.707659
1.564120,0.707675,0.008039,-1.416402,1.416425,0.004724,0.707659
1.564415,0.707674,0.007622,-1.416405,1.416425,0.004516,0.707659
1.564709,0.707672,0.007205,-1.416408,1.416426,0.004307,0.707659
1.565004,0.707671,0.006788,-1.416410,1.416426,0.004099,0.707660
1.565299,0.707670,0.006370,-1.416412,1.416427,0.003891,0.707660
1.565593,0.707670,0.005953,-1.416415,1.416427,0.003682,0.707660
1.565888,0.707669,0.005536,-1.416417,1.416427,0.003474,0.707660
1.566182,0.707668,0.005119,-1.416419,1.416428,0.003265,0.707660
1.566477,0.707667,0.004702,-1.416421,1.416428,0.003057,0.707661
1.566771,0.707667,0.004285,-1.416422,1.416429,0.002848,0.707661
1.567066,0.707666,0.003867,-1.416424,1.416429,0.002640,0.707661
1.567360,0.707665,0.003450,-1.416425,1.416430,0.002432,0.707661
1.567655,0.707665,0.003033,-1.416427,1.416430,0.002223,0.707661
1.567949,0.707665,0.002616,-1.416428,1.416430,0.002015,0.707662
1.568244,0.707664,0.002199,-1.416429,1.416431,0.001806,0.707662
1.568538,0.707664,0.001781,-1.416430,1.416431,0.001598,0.707662
1.568833,0.707664,0.001364,-1.416431,1.416432,0.001389,0.707662
1.569127,0.707663,0.000947,-1.416432,1.416432,0.001181,0.707663
1.569422,0.707663,0.000530,-1.416432,1.416432,0.000973,0.707663
1.569716,0.707663,0.000113,-1.416433,1.416433,0.000764,0.707663
1.570011,0.707663,-0.000304,-1.416433,1.416433,0.000556,0.707663
1.570305,0.707663,-0.000722,-1.416434,1.416434,0.000347,0.707663
1.570600,0.707664,-0.001139,-1.416434,1.416434,0.000139,0.707664
1.570895,0.707664,-0.001556,-1.416434,1.416435,-0.000069,0.707664
1.571189,0.707664,-0.001973,-1.416434,1.416435,-0.000278,0.707664
1.571484,0.707664,-0.002390,-1.416433,1.416435,-0.000486,0.707664
1.571778,0.707665,-0.002807,-1.416433,1.416436,-0.000695,0.707664
1.572073,0.707665,-0.003225,-1.416433,1.416436,-0.000903,0.707665
1.572367,0.707666,-0.003642,-1.416432,1.416437,-0.001112,0.707665
1.572662,0.707666,-0.004059,-1.416431,1.416437,-0.001320,0.707665
1.572956,0.707667,-0.004476,-1.416430,1.416437,-0.001528,0.707665
1.573251,0.707668,-0.004893,-1.416429,1.416438,-0.001737,0.707665
1.573545,0.707668,-0.005310,-1.416428,1.416438,-0.001945,0.707666
1.573840,0.707669,-0.005728,-1.416427,1.416439,-0.002154,0.707666
1.574134,0.707670,-0.006145,-1.416426,1.416439,-0.002362,0.707666
1.574429,0.707671,-0.006562,-1.416424,1.416440,-0.002571,0.707666
1.574723,0.707672,-0.006979,-1.416423,1.416440,-0.002779,0.707666
1.575018,0.707673,-0.007396,-1.416421,1.416440,-0.002987,0.707667
1.575312,0.707674,-0.007814,-1.416419,1.416441,-0.003196,0.707667
1.575607,0.707675,-0.008231,-1.416417,1.416441,-0.003404,0.707667
1.575901,0.707677,-0.008648,-1.416415,1.416442,-0.003613,0.707667
1.576196,0.707678,-0.009065,-1.416413,1.416442,-0.003821,0.707668
1.576490,0.707679,-0.009482,-1.416411,1.416442,-0.004030,0.707668
1.576785,0.707681,-0.009899,-1.416408,1.416443,-0.004238,0.707668
1.577080,0.707682,-0.010317,-1.416406,1.416443,-0.004446,0.707668
1.577374,0.707684,-0.010734,-1.416403,1.416444,-0.004655,0.707668
1.577669,0.707685,-0.011151,-1.416400,1.416444,-0.004863,0.707669
1.577963,0.707687,-0.011568,-1.416397,1.416444,-0.005072,0.707669
1.578258,0.707689,-0.011985,-1.416394,1.416445,-0.005280,0.707669
1.578552,0.707690,-0.012402,-1.416391,1.416445,-0.005489,0.707669
1.578847,0.707692,-0.012819,-1.416388,1.416446,-0.005697,0.707669
1.579141,0.707694,-0.013237,-1.416384,1.416446,-0.005906,0.707670
1.579436,0.707696,-0.013654,-1.416381,1.416447,-0.006114,0.707670
1.579730,0.707698,-0.014071,-1.416377,1.416447,-0.006322,0.707670
1.580025,0.707700,-0.014488,-1.416373,1.416447,-0.006531,0.707670
1.580319,0.707703,-0.014905,-1.416369,1.416448,-0.006739,0.707670
1.580614,0.707705,-0.015322,-1.416365,1.416448,-0.006948,0.707671
1.580908,0.707707,-0.015740,-1.416361,1.416449,-0.007156,0.707671
1.581203,0.707709,-0.016157,-1.416357,1.416449,-0.007365,0.707671
1.581497,0.707712,-0.016574,-1.416352,1.416449,-0.007573,0.707671
1.581792,0.707714,-0.016991,-1.416348,1.416450,-0.007782,0.707671
1.582086,0.707717,-0.017408,-1.416343,1.416450,-0.007990,0.707672
1.582381,0.707719,-0.017825,-1.416339,1.416451,-0.008198,0.707672
1.582675,0.707722,-0.018242,-1.416334,1.416451,-0.008407,0.707672
1.582970,0.707725,-0.018660,-1.416329,1.416452,-0.008615,0.707672
1.583265,0.707728,-0.019077,-1.416323,1.416452,-0.008824,0.707673
1.583559,0.707730,-0.019494,-1.416318,1.416452,-0.009032,0.707673
1.583854,0.707733,-0.019911,-1.416313,1.416453,-0.009241,0.707673
1.584148,0.707736,-0.020328,-1.416307,1.416453,-0.009449,0.707673
1.584443,0.707739,-0.020745,-1.416302,1.416454,-0.009658,0.707673
1.584737,0.707742,-0.021162,-1.416296,1.416454,-0.009866,0.707674
1.585032,0.707745,-0.021580,-1.416290,1.416454,-0.010075,0.707674
1.585326,0.707749,-0.021997,-1.416284,1.416455,-0.010283,0.707674
1.585621,0.707752,-0.022414,-1.416278,1.416455,-0.010492,0.707674
1.585915,0.707755,-0.022831,-1.416272,1.416456,-0.010700,0.707674
1.586210,0.707759,-0.023248,-1.416265,1.416456,-0.010909,0.707675
1.586504,0.707762,-0.023665,-1.416259,1.416457,-0.011117,0.707675
1.586799,0.707766,-0.024082,-1.416252,1.416457,-0.011326,0.707675
1.587093,0.707769,-0.024499,-1.416245,1.416457,-0.011534,0.707675
1.587388,0.707773,-0.024917,-1.416239,1.416458,-0.011742,0.707675
1.587682,0.707777,-0.025334,-1.416232,1.416458,-0.011951,0.707676
1.587977,0.707780,-0.025751,-1.416224,1.416459,-0.012159,0.707676
1.588271,0.707784,-0.026168,-1.416217,1.416459,-0.012368,0.707676
1.588566,0.707788,-0.026585,-1.416210,1.416459,-0.012576,0.707676
1.588860,0.707792,-0.027002,-1.416202,1.416460,-0.012785,0.707676
1.589155,0.707796,-0.027419,-1.416195,1.416460,-0.012993,0.707677
1.589450,0.707800,-0.027836,-1.416187,1.416461,-0.013202,0.707677
1.589744,0.707804,-0.028253,-1.416179,1.416461,-0.013410,0.707677
1.590039,0.707808,-0.028671,-1.416171,1.416461,-0.013619,0.707677
1.590333,0.707813,-0.029088,-1.416163,1.416462,-0.013827,0.707678
1.590628,0.707817,-0.029505,-1.416155,1.416462,-0.014036,0.707678
1.590922,0.707821,-0.029922,-1.416147,1.416463,-0.014245,0.707678
1.591217,0.707826,-0.030339,-1.416138,1.416463,-0.014453,0.707678
1.591511,0.707830,-0.030756,-1.416130,1.416464,-0.014662,0.707678
1.591806,0.707835,-0.031173,-1.416121,1.416464,-0.014870,0.707679
1.592100,0.707839,-0.031590,-1.416112,1.416464,-0.015079,0.707679
1.592395,0.707844,-0.032007,-1.416103,1.416465,-0.015287,0.707679
1.592689,0.707849,-0.032424,-1.416094,1.416465,-0.015496,0.707679
1.592984,0.707854,-0.032841,-1.416085,1.416466,-0.015704,0.707679
1.593278,0.707858,-0.033258,-1.416076,1.416466,-0.015913,0.707680
1.593573,0.707863,-0.033676,-1.416066,1.416466,-0.016121,0.707680
1.593867,0.707868,-0.034093,-1.416057,1.416467,-0.016330,0.707680
1.594162,0.707873,-0.034510,-1.416047,1.416467,-0.016538,0.707680
1.594456,0.707879,-0.034927,-1.416037,1.416468,-0.016747,0.707680
1.594751,0.707884,-0.035344,-1.416027,1.416468,-0.016955,0.707681
1.595045,0.707889,-0.035761,-1.416017,1.416469,-0.017164,0.707681
1.595340,0.707894,-0.036178,-1.416007,1.416469,-0.017373,0.707681
1.595635,0.707900,-0.036595,-1.415997,1.416469,-0.017581,0.707681
1.595929,0.707905,-0.037012,-1.415986,1.416470,-0.017790,0.707681
1.596224,0.707911,-0.037429,-1.415976,1.416470,-0.017998,0.707682
1.596518,0.707916,-0.037846,-1.415965,1.416471,-0.018207,0.707682
1.596813,0.707922,-0.038263,-1.415954,1.416471,-0.018415,0.707682
1.597107,0.707927,-0.038680,-1.415943,1.416471,-0.018624,0.707682
1.597402,0.707933,-0.039097,-1.415932,1.416472,-0.018833,0.707683
1.597696,0.707939,-0.039514,-1.415921,1.416472,-0.019041,0.707683
1.597991,0.707945,-0.039931,-1.415910,1.416473,-0.019250,0.707683
1.598285,0.707951,-0.040348,-1.415898,1.416473,-0.019458,0.707683
1.598580,0.707957,-0.040765,-1.415887,1.416474,-0.019667,0.707683
1.598874,0.707963,-0.041182,-1.415875,1.416474,-0.019876,0.707684
1.599169,0.707969,-0.041599,-1.415863,1.416474,-0.020084,0.707684
1.599463,0.707975,-0.042016,-1.415851,1.416475,-0.020293,0.707684
1.599758,0.707981,-0.042433,-1.415839,1.416475,-0.020501,0.707684
1.600052,0.707987,-0.042850,-1.415827,1.416476,-0.020710,0.707684
1.600347,0.707994,-0.043267,-1.415815,1.416476,-0.020919,0.707685
1.600641,0.708000,-0.043684,-1.415803,1.416476,-0.021127,0.707685
1.600936,0.708007,-0.044101,-1.415790,1.416477,-0.021336,0.707685
1.601231,0.708013,-0.044518,-1.415778,1.416477,-0.021544,0.707685
1.601525,0.708020,-0.044935,-1.415765,1.416478,-0.021753,0.707685
1.601820,0.708026,-0.045352,-1.415752,1.416478,-0.021962,0.707686
1.602114,0.708033,-0.045769,-1.415739,1.416479,-0.022170,0.707686
1.602409,0.708040,-0.046186,-1.415726,1.416479,-0.022379,0.707686
1.602703,0.708047,-0.046603,-1.415713,1.416479,-0.022588,0.707686
1.602998,0.708054,-0.047020,-1.415699,1.416480,-0.022796,0.707686
1.603292,0.708061,-0.047437,-1.415686,1.416480,-0.023005,0.707687
1.603587,0.708068,-0.047854,-1.415672,1.416481,-0.023214,0.707687
1.603881,0.708075,-0.048271,-1.415658,1.416481,-0.023422,0.707687
1.604176,0.708082,-0.048688,-1.415644,1.416481,-0.023631,0.707687
1.604470,0.708089,-0.049105,-1.415630,1.416482,-0.023840,0.707688
1.604765,0.708096,-0.049522,-1.415616,1.416482,-0.024048,0.707688
1.605059,0.708104,-0.049939,-1.415602,1.416483,-0.024257,0.707688
1.605354,0.708111,-0.050356,-1.415588,1.416483,-0.024466,0.707688
1.605648,0.708118,-0.050772,-1.415573,1.416483,-0.024674,0.707688
1.605943,0.708126,-0.051189,-1.415559,1.416484,-0.024883,0.707689
1.606237,0.708133,-0.051606,-1.415544,1.416484,-0.025092,0.707689
1.606532,0.708141,-0.052023,-1.415529,1.416485,-0.025300,0.707689
1.606826,0.708149,-0.052440,-1.415514,1.416485,-0.025509,0.707689
1.607121,0.708157,-0.052857,-1.415499,1.416486,-0.025718,0.707689
1.607416,0.708164,-0.053274,-1.415484,1.416486,-0.025927,0.707690
1.607710,0.708172,-0.053691,-1.415468,1.416486,-0.026135,0.707690
1.608005,0.708180,-0.054108,-1.415453,1.416487,-0.026344,0.707690
1.608299,0.708188,-0.054525,-1.415437,1.416487,-0.026553,0.707690
1.608594,0.708196,-0.054941,-1.415422,1.416488,-0.026762,0.707690
1.608888,0.708204,-0.055358,-1.415406,1.416488,-0.026970,0.707691
1.609183,0.708213,-0.055775,-1.415390,1.416488,-0.027179,0.707691
1.609477,0.708221,-0.056192,-1.415374,1.416489,-0.027388,0.707691
1.609772,0.708229,-0.056609,-1.415358,1.416489,-0.027597,0.707691
1.610066,0.708238,-0.057026,-1.415341,1.416490,-0.027805,0.707691
1.610361,0.708246,-0.057443,-1.415325,1.416490,-0.028014,0.707692
1.610655,0.708254,-0.057859,-1.415308,1.416491,-0.028223,0.707692
1.610950,0.708263,-0.058276,-1.415292,1.416491,-0.028432,0.707692
1.611244,0.708272,-0.058693,-1.415275,1.416491,-0.028640,0.707692
1.611539,0.708280,-0.059110,-1.415258,1.416492,-0.028849,0.707693
1.611833,0.708289,-0.059527,-1.415241,1.416492,-0.029058,0.707693
1.612128,0.708298,-0.059944,-1.415224,1.416493,-0.029267,0.707693
1.612422,0.708307,-0.060360,-1.415206,1.416493,-0.029476,0.707693
1.612717,0.708316,-0.060777,-1.415189,1.416493,-0.029684,0.707693
1.613011,0.708325,-0.061194,-1.415171,1.416494,-0.029893,0.707694
1.613306,0.708334,-0.061611,-1.415154,1.416494,-0.030102,0.707694
1.613601,0.708343,-0.062028,-1.415136,1.416495,-0.030311,0.707694
1.613895,0.708352,-0.062444,-1.415118,1.416495,-0.030520,0.707694
1.614190,0.708361,-0.062861,-1.415100,1.416496,-0.030728,0.707694
1.614484,0.708371,-0.063278,-1.415082,1.416496,-0.030937,0.707695
1.614779,0.708380,-0.063695,-1.415064,1.416496,-0.031146,0.707695
1.615073,0.708389,-0.064112,-1.415045,1.416497,-0.031355,0.707695
1.615368,0.708399,-0.064528,-1.415027,1.416497,-0.031564,0.707695
1.615662,0.708408,-0.064945,-1.415008,1.416498,-0.031773,0.707695
1.615957,0.708418,-0.065362,-1.414989,1.416498,-0.031982,0.707696
1.616251,0.708428,-0.065779,-1.414970,1.416498,-0.032190,0.707696
1.616546,0.708437,-0.066195,-1.414951,1.416499,-0.032399,0.707696
1.616840,0.708447,-0.066612,-1.414932,1.416499,-0.032608,0.707696
1.617135,0.708457,-0.067029,-1.414913,1.416500,-0.032817,0.707697
1.617429,0.708467,-0.067445,-1.414894,1.416500,-0.033026,0.707697
1.617724,0.708477,-0.067862,-1.414874,1.416501,-0.033235,0.707697
1.618018,0.708487,-0.068279,-1.414854,1.416501,-0.033444,0.707697
1.618313,0.708497,-0.068696,-1.414835,1.416501,-0.033653,0.707697
1.618607,0.708507,-0.069112,-1.414815,1.416502,-0.033862,0.707698
1.618902,0.708517,-0.069529,-1.414795,1.416502,-0.034071,0.707698
1.619196,0.708528,-0.069946,-1.414775,1.416503,-0.034279,0.707698
